area,units_per_area,txmonth,number_in_area,tariff
PROTEA HEIGHTS,217352.2,Nov-24,458,Home
CROSSROADS,19002.4,Nov-24,67,Domestic
BRIDGETOWN,67899.6,Nov-24,162,Home
OBSERVATORY,62158.1,Nov-24,124,Small Power 2
IKWEZI PARK,54140.5,Nov-24,184,Home
KANANA,31209.9,Nov-24,223,Lifeline1
PRIMROSE PARK,65562.7,Nov-24,176,Home
SAXONSEA,66841.3,Nov-24,154,Home
COLORADO,61082.4,Nov-24,150,Home
FAIRWAYS,102618.5,Nov-24,226,Home
PINATI ESTATE,17890.6,Nov-24,62,Lifeline2
SYBRAND PARK,154713.7,Nov-24,303,Home
PROTEA PARK - WESFLUR,20646,Nov-24,74,Lifeline2
ZOO PARK,124187,Nov-24,264,Home
COLORADO PARK,59555.2,Nov-24,129,Home
MONTROSE PARK,11299.4,Nov-24,33,Domestic
PHILIPPI WEST,17236.9,Nov-24,88,Domestic
FAIRFIELD,109021.3,Nov-24,238,Home
MORNINGSTAR,25333.7,Nov-24,152,Lifeline1
PLUMSTEAD,65216.8,Nov-24,227,Lifeline2
BROOKLYN,45708.8,Nov-24,185,Lifeline2
MARINA DA GAMA,157456.1,Nov-24,368,Home
MACASSAR VILLAGE,21029.6,Nov-24,85,Lifeline2
KRAAIFONTEIN,26478.7,Nov-24,93,Domestic
MORGANS VILLAGE,17038.5,Nov-24,66,Lifeline2
SUNSET BEACH,357544.5,Nov-24,545,Home
HOUT BAY HARBOUR,20032.6,Nov-24,123,Lifeline1
KUILSRIVIER SOUTH SALLHO,23448.3,Nov-24,86,Lifeline2
MAKHOSI STREET,22266.6,Nov-24,152,Lifeline1
FRESNAYE,403190.2,Nov-24,503,Home
D'URBANVALE,227832.6,Nov-24,514,Home
KLEIN BRON,227115.7,Nov-24,474,Home
GORDON'S BAY,171822.4,Nov-24,388,Home
KEMPENVILLE,92321.9,Nov-24,216,Home
TEMPERANCE TOWN,21095.1,Nov-24,78,Lifeline2
ADMIRALS PARK,121256.2,Nov-24,334,Home
PLATTEKLOOF,287424.7,Nov-24,445,Home
BONNIE BROOK,134999.5,Nov-24,251,Home
BURGUNDY,197731.4,Nov-24,456,Home
IMIZAMO YETHU,21794.8,Nov-24,87,Lifeline2
TURF HALL ESTATE,105334.1,Nov-24,250,Home
WOODSTOCK,42034.3,Nov-24,285,Lifeline1
AVONDALE,8167.6,Nov-24,27,Domestic
CHARLESVILLE,45046.6,Nov-24,133,Home
CAPE TOWN CENTRAL,87080.9,Nov-24,110,Small Power 2
GOODWOOD ESTATE,62272.6,Nov-24,258,Domestic
PHILIPPI WEST,25759.8,Nov-24,174,Lifeline1
MAITLAND,32854.2,Nov-24,111,Lifeline2
EUROPE,21669.5,Nov-24,117,Lifeline2
WELCOME ESTATE,48945.9,Nov-24,122,Home
LANSDOWNE,60126.1,Nov-24,186,Lifeline2
DISTRICT SIX,58431.4,Nov-24,233,Home
WELGEMOED,302883.2,Nov-24,474,Home
FLORIDA,46717.9,Nov-24,100,Home
CHURCHILL ESTATE,114883.6,Nov-24,247,Home
WOODSTOCK,52489.6,Nov-24,182,Lifeline2
DE TIJGER,160140.5,Nov-24,322,Home
PAROW NORTH,69834.2,Nov-24,333,Domestic
OTTERY,27239.8,Nov-24,193,Lifeline1
CAPE TOWN CITY CENTRE,93934.4,Nov-24,94,Small Power 2
SERCOR PARK,19952.8,Nov-24,71,Lifeline2
CHARLESVILLE,18619.5,Nov-24,69,Lifeline2
SCHAAP KRAAL,28928.8,Nov-24,80,Domestic
SONKRING,159905.8,Nov-24,317,Home
UITZICHT,179488,Nov-24,402,Home
FISH HOEK,86938.7,Nov-24,332,Domestic
CONISTON PARK,40168.4,Nov-24,117,Domestic
GLENCAIRN,165744.6,Nov-24,412,Home
ASANDA,39789.4,Nov-24,199,Lifeline1
OAK GLEN,142469.3,Nov-24,330,Home
RAVENSMEAD     PAROW,21628.2,Nov-24,69,Lifeline2
SILVERTOWN,61274.9,Nov-24,139,Home
RYLANDS/DOORNHOOGTE,102242.8,Nov-24,215,Home
CAPE TOWN,8983.8,Nov-24,27,Domestic
MOWBRAY,51569.6,Nov-24,80,Small Power 2
SANDDRIFT,22107.9,Nov-24,68,Domestic
AVONDALE(2),107781.4,Nov-24,240,Home
MANDALAY,19883.9,Nov-24,74,Domestic
PLUMSTEAD,77979.1,Nov-24,162,Small Power 2
LABIANCE,100575.6,Nov-24,214,Home
CAMPS BAY,380309.6,Nov-24,468,Home
OCEAN VIEW,44870.1,Nov-24,105,Home
PROTEA PARK - WESFLUR,20351.4,Nov-24,52,Domestic
VIERLANDEN,268476.2,Nov-24,431,Home
SCOTTSDENE,15794.9,Nov-24,101,Lifeline1
WESTRIDGE - MITCHELS PLAIN,34725.5,Nov-24,120,Domestic
MORGENSTER HOOGTE,137525.5,Nov-24,265,Home
STRANDFONTEIN,45108,Nov-24,55,Small Power 2
HIGHLANDS ESTATE,25137,Nov-24,66,Domestic
BELGRAVIA VYGEKRAAL,22883.2,Nov-24,57,Domestic
GLENLILY,45666,Nov-24,183,Domestic
PINATI,24132.8,Nov-24,75,Domestic
NEWLANDS,30537.4,Nov-24,270,Lifeline1
EAGLE PARK,20142.3,Nov-24,102,Lifeline1
CENTURY CITY,117100.6,Nov-24,329,Domestic
HIGHBURY,26247.7,Nov-24,85,Domestic
CAMPS BAY / BAKOVEN,504151.4,Nov-24,524,Home
LOURENSIA PARK,23883.9,Nov-24,143,Lifeline1
BRIDGETOWN,24729.4,Nov-24,123,Lifeline1
BROOKLYN,47256.2,Nov-24,307,Lifeline1
MOUNTVIEW,65302.5,Nov-24,131,Home
PLATTEKLOOF GLEN,153100.5,Nov-24,374,Home
CAPE TOWN CENTRAL,52641.5,Nov-24,141,Domestic
PINATI ESTATE,15495.8,Nov-24,48,Domestic
FAIRFIELD ESTATE,83843.4,Nov-24,191,Home
OAK GLEN,52071.1,Nov-24,234,Domestic
PROTEAHOOGTE,149640.1,Nov-24,296,Home
VREDELUST,90466.1,Nov-24,226,Home
AVONDALE(1),52415.9,Nov-24,136,Home
RUSTHOF(1),13065.1,Nov-24,44,Lifeline2
NEWFIELDS,21905,Nov-24,80,Lifeline2
RUWARI,85619,Nov-24,182,Home
KENSINGTON,31088.8,Nov-24,179,Lifeline1
BROADLANDS PARK,7708.5,Nov-24,23,Domestic
HIGHBURY PARK,36303.3,Nov-24,111,Home
CAPRI,143390.3,Nov-24,291,Home
EAGLE PARK,20481.9,Nov-24,68,Lifeline2
FACTRETON,46339.8,Nov-24,108,Home
KIRSTENHOF(1),171527.9,Nov-24,384,Home
SHERATON PARK,20959.6,Nov-24,69,Domestic
BELHAR,17808.7,Nov-24,84,Lifeline1
CAFDA VILLAGE,14601.3,Nov-24,86,Lifeline1
OTTERY,42164.1,Nov-24,134,Lifeline2
BIG BAY,269501.1,Nov-24,457,Home
KEMPENVILLE,36751.7,Nov-24,162,Domestic
HANOVER PARK,21645.4,Nov-24,49,Home
SOUTHFORK,18303.2,Nov-24,54,Domestic
MELKBOSCHSTRAND,12013.2,Nov-24,68,Lifeline1
PAROWVALLEI,31758.9,Nov-24,115,Domestic
JOE SLOVO PARK,23917,Nov-24,155,Lifeline1
FACTRETON,18454.9,Nov-24,125,Lifeline1
GORDONS BAY,107718.6,Nov-24,310,Home
WYNBERG,46549.4,Nov-24,152,Lifeline2
SCHAAP KRAAL,21677.1,Nov-24,145,Lifeline1
CAPE TOWN CITY CENTE,42954.2,Nov-24,51,Small Power 2
SCHOTSCHEKLOOF,23566.7,Nov-24,78,Domestic
ANCHORAGE PARK,102817.8,Nov-24,254,Home
MONTAGU'S GIFT,17814.9,Nov-24,102,Lifeline1
PARKWOOD,37930.5,Nov-24,90,Home
KEWTOWN,30962,Nov-24,74,Home
BRANTWOOD,50029.5,Nov-24,130,Home
LOTUS RIVER,29355.4,Nov-24,56,Small Power 2
FLORIDA,11577.6,Nov-24,62,Lifeline1
BELMONT PARK,25853.6,Nov-24,44,Small Power 2
THE RANGE,12398,Nov-24,70,Lifeline1
SOUTHFIELD,26380,Nov-24,86,Lifeline2
MUIZENBERG,102624.3,Nov-24,138,Small Power 2
EIKENBOSCH,86936.4,Nov-24,223,Home
GATESVILLE,19718.1,Nov-24,67,Lifeline2
OAKGLEN,101415.9,Nov-24,257,Home
DURBANVILLE,77626.2,Nov-24,197,Small Power 2
STELLENDALE,22647.3,Nov-24,152,Lifeline1
KENWYN,89827.5,Nov-24,188,Home
RAVENSMEAD     PAROW,13947,Nov-24,39,Home
OBSERVATORY,50500,Nov-24,161,Domestic
BELRAIL,27002.8,Nov-24,115,Domestic
WELCOME,14906.7,Nov-24,52,Domestic
CAPE FARMS,12839.4,Nov-24,75,Lifeline1
OTTERY,62741.7,Nov-24,109,Small Power 2
BLOUBERGSTRAND,177084.3,Nov-24,395,Home
BRACKENFELL SOUTH,49766.3,Nov-24,143,Domestic
BELLVILLE SOUTH EXT.5,46724.9,Nov-24,103,Home
COSTA DA GAMA/CAPRICORN/VRYGROND,19071.8,Nov-24,75,Domestic
MANENBERG,19723.5,Nov-24,61,Home
GOODWOOD ESTATE,38400.7,Nov-24,69,Small Power 2
OAKGLEN,47764.9,Nov-24,225,Domestic
HIGHLANDS VILLAGE,19131.5,Nov-24,72,Domestic
VANGUARD,28599.6,Nov-24,74,Domestic
MAITLAND,111280.6,Nov-24,44,Small Power 1
PHILLIPI,19518.5,Nov-24,188,Lifeline1
PORTLAND,30604.4,Nov-24,80,Home
PELIKAN PARK,42283.5,Nov-24,121,Home
BELLVILLE CBD,37086.3,Nov-24,42,Small Power 2
ROCKLANDS,26604.4,Nov-24,78,Home
SOMERSET RIDGE,125449.4,Nov-24,339,Home
BELLVILLE CENTRAL,21749.5,Nov-24,53,Small Power 2
PINATI ESTATE,10073.1,Nov-24,51,Lifeline1
PEERLESS PARK WEST,17816.2,Nov-24,60,Domestic
GROENVALLEI,30263.6,Nov-24,165,Domestic
PAROW INDUSTRIA,33301.9,Nov-24,166,Domestic
PAROWVALLEI     PAROW,44867.1,Nov-24,99,Home
WESTRIDGE,19935.3,Nov-24,93,Lifeline1
HARMONY VILLAGE,12117.8,Nov-24,55,Domestic
EDGEMEAD     GOODWOOD,132885.6,Nov-24,274,Home
MAITLAND GARDEN VILAGE,10767.9,Nov-24,31,Domestic
BELLVILLE SOUTH     ,3528.2,Nov-24,11,Domestic
CAPE TOWN,8586,Nov-24,50,Lifeline1
ATLANTIS,8729.4,Nov-24,22,Domestic
HAASENDAL,87986.8,Nov-24,152,Home
SILVEROAKS,65526.3,Nov-24,159,Home
MOUILLE POINT,160948.6,Nov-24,450,Home
ROUXVILLE,95317,Nov-24,196,Home
LANSDOWNE,27860.2,Nov-24,153,Lifeline1
MORGENSTER,27492.2,Nov-24,138,Domestic
HEATHFIELD,41202.5,Nov-24,178,Domestic
BELGRAVIA,16894.9,Nov-24,62,Lifeline2
EXT 20     BELHAR,12481.9,Nov-24,31,Domestic
CHURCHILL ESTATE,17979.6,Nov-24,71,Domestic
MARCONI BEAM,100089.4,Nov-24,210,Small Power 2
TOWNSEND ESTATE,24240.3,Nov-24,53,Small Power 2
WINDSOR PARK,69381,Nov-24,138,Home
GREENWAYS,9835.4,Nov-24,38,Lifeline2
SCOTTSVILLE,16171.4,Nov-24,82,Lifeline1
WETTON,38289.6,Nov-24,148,Domestic
KUILSRIVIER,33830.7,Nov-24,80,Small Power 2
GUGULETU,10770.5,Nov-24,42,Small Power 2
BELGRAVIA,28060.1,Nov-24,69,Domestic
GRASSY PARK,52817.5,Nov-24,20,Small Power 1
DURHEIM,29566.1,Nov-24,77,Home
TEMPERANCE TOWN,16058.6,Nov-24,44,Domestic
CHRISMAR,119109.4,Nov-24,215,Home
TAXI SITE,4041,Nov-24,17,Domestic
BLAAUWBERGSTRAND,203327.5,Nov-24,393,Home
LANSDOWNE,69884.5,Nov-24,23,Small Power 1
GOEDEMOED,122505.6,Nov-24,248,Home
SONEIKE,84327.1,Nov-24,170,Home
COSTA DA GAMA/CAPRICORN/VRYGROND,54142.3,Nov-24,165,Home
ALBERT ROAD,24400.8,Nov-24,73,Home
ATLANTIS,9881.3,Nov-24,32,Lifeline2
HELDERBERG PARK,10449.6,Nov-24,36,Domestic
KENRIDGE,149700.3,Nov-24,288,Home
STELLENBERG,124609,Nov-24,259,Home
PAROW,20924,Nov-24,109,Lifeline1
FERNDALE,102205.8,Nov-24,221,Home
RONDEBOSCH,57215.2,Nov-24,194,Domestic
EAGLE PARK,36876.9,Nov-24,84,Home
KOSOVO,14667.4,Nov-24,95,Lifeline2
SONEIKE II,74734.9,Nov-24,182,Home
MAITLAND,18229.9,Nov-24,116,Lifeline1
CLAMHALL,23328.6,Nov-24,95,Domestic
GARDENS,86124.6,Nov-24,242,Domestic
TAMBO SQUARE,7963.5,Nov-24,37,Lifeline2
VREDEKLOOF EAST,75128.4,Nov-24,240,Home
ST DUMAS,57158.6,Nov-24,127,Home
VREDEHOEK,59869,Nov-24,211,Domestic
SILVERTOWN,19979.2,Nov-24,102,Lifeline1
AVONDALE - PAROW,79465.5,Nov-24,173,Home
MILLERS CAMP,11715.9,Nov-24,45,Lifeline2
LA ROCHELLE,114460.3,Nov-24,237,Home
RIDGEWORTH,126926.6,Nov-24,263,Home
BONTEHEUWEL,43979.1,Nov-24,97,Home
THE CREST,108971.6,Nov-24,276,Home
GARDENS,101965.9,Nov-24,132,Small Power 2
SEA POINT,104039.9,Nov-24,267,Domestic
MACASSAR VILLAGE,13068.8,Nov-24,50,Domestic
NOORDHOEK,32027.2,Nov-24,69,Domestic
VANGUARD ESTATE,41875.8,Nov-24,99,Home
GATESVILLE,30699.7,Nov-24,92,Domestic
BLOEMHOF ROAD,18246.5,Nov-24,83,Lifeline2
GREENHAVEN,28611,Nov-24,62,Home
VICTORIA PARK,39025.1,Nov-24,127,Home
LAVENDER HILL EAST,10737.3,Nov-24,58,Lifeline1
BELLVILLE SOUTH EXT.5,21313.4,Nov-24,49,Domestic
SCHAAP KRAAL,14871.2,Nov-24,55,Lifeline2
STRAND,113895.4,Nov-24,32,Small Power 1
IMIZAMO YETHU,12372.4,Nov-24,40,Domestic
BELGRAVIA ESTATE,29571.1,Nov-24,70,Home
OCEAN VIEW ,4782.1,Nov-24,17,Lifeline2
VAN RIEBEECKSHOF,165327,Nov-24,329,Home
BELMONT PARK,21526.2,Nov-24,70,Lifeline2
MAMRE,50347.9,Nov-24,103,Home
PELLA,10868.7,Nov-24,43,Lifeline2
PLUMSTEAD,44312,Nov-24,206,Lifeline1
BELLAIR,114472.2,Nov-24,218,Home
WESTRIDGE,18284.5,Nov-24,43,Home
VIKING VILLAGE,51596.3,Nov-24,144,Home
SIMON'S TOWN,21008.3,Nov-24,89,Lifeline2
MITCHELLS PLAIN CBD,12794.2,Nov-24,29,Small Power 2
VREDEKLOOF HEIGHTS,97830.3,Nov-24,228,Home
WINDERMERE,12100.5,Nov-24,39,Lifeline2
MASIPHUMELELE,27862.7,Nov-24,64,Home
PAROW EAST,54816.6,Nov-24,99,Small Power 2
JACARANDAS,79255.3,Nov-24,183,Home
VRIJZEE     GOODWOOD,41151.5,Nov-24,85,Home
JOE SLOVO PARK,23512.1,Nov-24,35,Home
CONISTON PARK,31172,Nov-24,86,Home
GUGULETU,13631.4,Nov-24,54,Home
GLENCAIRN,19609.9,Nov-24,127,Lifeline1
PEERLESS PARK OOS,29888.3,Nov-24,66,Home
BLOMTUIN,78552.7,Nov-24,151,Home
SAREPTA,12592.9,Nov-24,43,Lifeline2
LANGA,10361.9,Nov-24,38,Home
GERSHAM,37623.5,Nov-24,111,Home
SONNEKUIL,38848.9,Nov-24,96,Home
ELSIES RIVER INDUSTRIAL,29177.3,Nov-24,63,Small Power 2
NEW REST,9474.7,Nov-24,41,Domestic
PINATI,51108.7,Nov-24,116,Home
MORGENSTER HEIGHTS,102477.3,Nov-24,219,Home
WETTON,31662.7,Nov-24,65,Small Power 2
PHOENIX,42907.6,Nov-24,73,Home
SCARBOROUGH,122404.4,Nov-24,313,Home
MFULENI,27704.6,Nov-24,69,Home
WESTRIDGE - MITCHELLS PLAIN,8049.4,Nov-24,29,Domestic
BRACKEN HEIGHTS,106648.4,Nov-24,219,Home
BEACONVALE,42387.6,Nov-24,93,Small Power 2
MORNINGSTAR,10081.4,Nov-24,37,Lifeline2
SHIRLEY PARK,38115.4,Nov-24,79,Home
MARINDA PARK,35243.1,Nov-24,86,Home
RICHMOND ESTATE,26232.7,Nov-24,105,Domestic
MAITLAND GARDEN VILLAGE,5030.9,Nov-24,14,Domestic
HIGHLANDS ESTATE,12437.6,Nov-24,34,Lifeline2
PELLA,9685.9,Nov-24,29,Domestic
MITCHELLS PLAIN ,4253.3,Nov-24,14,Lifeline2
DA GAMA PARK,35916.4,Nov-24,118,Home
BELGRAVIA VYGEKRAAL,17231.6,Nov-24,39,Small Power 2
WESTLAKE ESTATE,157529,Nov-24,224,Home
WESTLAKE ESTATE,13699,Nov-24,50,Lifeline2
CHURCHILL ESTATE,13431.5,Nov-24,49,Lifeline2
CLAMHALL,70285.1,Nov-24,143,Home
EASTRIDGE,37700.4,Nov-24,74,Home
STIKLAND INDUSTRIA,70384.9,Nov-24,103,Small Power 2
MITCHELLS PLAIN,58431.6,Nov-24,134,Home
LANGA,26483,Nov-24,28,Small Power 2
RYLANDS,27545.6,Nov-24,69,Small Power 2
CASABLANCA,8812.5,Nov-24,50,Lifeline1
KENSINGTON,28628.7,Nov-24,48,Small Power 2
BROADLANDS PARK,7177.3,Nov-24,30,Lifeline2
GORDON STRAND,46306.2,Nov-24,119,Home
SEA POINT,95575.9,Nov-24,108,Small Power 2
PAROW VALLEY     PAROW,31266.1,Nov-24,70,Home
CONSTANTIA,30748.5,Nov-24,72,Domestic
BELLVILLE SOUTH EXT.7,13708.9,Nov-24,28,Domestic
FISH HOEK,36295.2,Nov-24,87,Small Power 2
GLENLILY,21023.4,Nov-24,43,Small Power 2
GERSHAM,22459.8,Nov-24,90,Domestic
OUDE WESTHOF,148009.2,Nov-24,296,Home
,110558.1,Nov-24,35,Small Power 1
ROYAL ASCOT,93748.4,Nov-24,273,Home
STEENBERG GOLF ESTATE,5892.1,Nov-24,12,Domestic
SOUTHFIELD,15341.3,Nov-24,75,Lifeline1
NEW REST,14168.7,Nov-24,88,Lifeline1
BLOEMHOF ROAD,12614.6,Nov-24,86,Lifeline1
GREENFIELDS,13216.8,Nov-24,50,Lifeline2
AURORA,141130,Nov-24,273,Home
PROTEA PARK - WESFLUR,8634.2,Nov-24,47,Lifeline1
SANLAMHOF,24139.3,Nov-24,113,Domestic
BANTRY BAY,204002.8,Nov-24,242,Home
AVALON ESTATE,103168.5,Nov-24,237,Home
NEWFIELDS,8445.5,Nov-24,45,Lifeline1
ROSEBANK,29932.2,Nov-24,128,Domestic
MELKBOSCHSTRAND,11227.6,Nov-24,43,Lifeline2
BELLVILLE SOUTH    ,1687,Nov-24,7,Domestic
LUSAKA,14056.4,Nov-24,116,Lifeline1
EVERSDAL,124922.3,Nov-24,213,Home
RICHMOND,33213.8,Nov-24,75,Home
STELLENRIDGE,72842.9,Nov-24,156,Home
DISTRICT SIX,19881.5,Nov-24,60,Domestic
BOSTON,17689.8,Nov-24,61,Lifeline2
CAPE TOWN CENTRAL,82676.7,Nov-24,23,Small Power 1
ZONNEBLOEM (DISTRICT SIX),19179.1,Nov-24,67,Lifeline2
GUGULETU CENTRAL,8699.4,Nov-24,38,Lifeline2
VREDENBERG,62102.2,Nov-24,128,Home
PAROW VALLEY,23182.7,Nov-24,102,Domestic
BELGRAVIA VYGEKRAAL,15647.5,Nov-24,52,Lifeline2
MACASSAR VILLAGE,13122,Nov-24,74,Lifeline1
WELCOME GLEN,59980.1,Nov-24,162,Home
WYNBERG,26431,Nov-24,130,Lifeline1
NEW CROSS ROADS,9688,Nov-24,41,Lifeline2
GREEN POINT,58662.4,Nov-24,200,Domestic
STELLENDALE,11607,Nov-24,55,Lifeline2
PROTEA PARK - WESFLEUR,8713,Nov-24,29,Lifeline2
PHILLIPI,8397.1,Nov-24,84,Lifeline2
EIKENDAL,18214.9,Nov-24,56,Lifeline2
SIMON'S TOWN,16813.2,Nov-24,116,Lifeline1
AMANDELRUG,64395.5,Nov-24,138,Home
GATESVILLE,22500.8,Nov-24,48,Small Power 2
HERITAGE PARK,83781.1,Nov-24,258,Home
BEACONHILL,7956,Nov-24,39,Lifeline1
CAPE TOWN CITY CENTRE,62480.4,Nov-24,177,Home
NEWLANDS,29377.1,Nov-24,66,Domestic
NEWFIELDS,16715.5,Nov-24,50,Small Power 2
HEATHFIELD,24670.3,Nov-24,72,Lifeline2
DOBSON,50053.1,Nov-24,112,Home
WETTON,16852.9,Nov-24,52,Lifeline2
LABIANCE,25004.3,Nov-24,91,Domestic
BELLVILLE SOUTH  ,2671.6,Nov-24,7,Domestic
MONTAGUS GIFT,8122.7,Nov-24,23,Domestic
HOUT BAY,41109,Nov-24,110,Small Power 2
NEWLANDS,13391.1,Nov-24,70,Lifeline2
HELDERBERG PARK,17671.6,Nov-24,39,Home
SURREY ESTATE,12731.1,Nov-24,16,Small Power 2
PINATI ESTATE,30335.2,Nov-24,71,Home
BELLVILLE SOUTH,8409.5,Nov-24,42,Lifeline1
TIJGERHOF,26308.2,Nov-24,102,Domestic
BELRAIL,14764.5,Nov-24,22,Small Power 2
OAKDENE,31750,Nov-24,69,Home
SHERATON PARK,24653.5,Nov-24,54,Home
LANGEBERG HOOGTE,71588.4,Nov-24,167,Home
ZONNENDAL,30517.2,Nov-24,75,Home
ST MONTAGUE VILLAGE,6061.1,Nov-24,22,Lifeline2
CHURCHILL,24597.6,Nov-24,80,Lifeline2
SALT RIVER,25519.8,Nov-24,80,Domestic
KINGSTON,72204.7,Nov-24,119,Home
BLOMMENDAL,88114,Nov-24,201,Home
PENLYN ESTATE,15635.8,Nov-24,42,Domestic
ELSIES RIVER INDUSTRIAL,9269.6,Nov-24,38,Domestic
SURREY ESTATE,17250,Nov-24,48,Domestic
KLEINBRON,82967.4,Nov-24,205,Home
MOUNTAINSIDE ESTATE,75359.9,Nov-24,156,Home
HANOVER PARK,22432.3,Nov-24,44,Small Power 2
HELDERVUE,103558,Nov-24,211,Home
RUGBY,12997.3,Nov-24,66,Lifeline1
MABILLE PARK,32490.3,Nov-24,74,Home
SEARIDGE PARK,1442.5,Nov-24,4,Domestic
WINDERMERE,8226,Nov-24,54,Lifeline1
ONVERWACHT - THE STAND,36018.8,Nov-24,90,Home
MARLOW,9465.4,Nov-24,32,Lifeline2
GUGULETU CENTRAL,11401.7,Nov-24,81,Lifeline1
MONTANA,12886.7,Nov-24,39,Domestic
PELIKAN PARK(3),9609.3,Nov-24,35,Domestic
BELHAR EXT 21,4906.8,Nov-24,16,Lifeline2
MARINDA HEIGHTS,5779.4,Nov-24,19,Domestic
NEW CROSS ROADS,7672.3,Nov-24,52,Lifeline1
PROTEA HOOGTE,11141.7,Nov-24,44,Domestic
ANNANDALE,40663.7,Nov-24,97,Home
KLEIN BEGIN,14846.4,Nov-24,37,Home
BLOEMHOF ROAD,14145.6,Nov-24,41,Domestic
LAVENDER HILL,17007.1,Nov-24,41,Home
VAN DER STEL,37577.4,Nov-24,88,Home
EASTRIDGE,12089.1,Nov-24,34,Small Power 2
AVONDALE(2),11387.9,Nov-24,33,Lifeline2
ELIM,73415.2,Nov-24,147,Home
TURTLE CREEK,30473.1,Nov-24,98,Home
MAKHOSI STREET,4408.9,Nov-24,29,Domestic
SCHOTSCHEKLOOF,15027.8,Nov-24,52,Lifeline2
MITCHELLS PLAIN CENTRE,7306.6,Nov-24,22,Small Power 2
DIEP RIVER,27956.2,Nov-24,129,Domestic
KAAPZICHT,84122.3,Nov-24,156,Home
MONTANA,19138.8,Nov-24,53,Home
PAROW ,8006.9,Nov-24,26,Domestic
BELLVILLE CBD,22978.6,Nov-24,18,Home
GARDEN VILLAGE,4963.3,Nov-24,14,Domestic
BAYVIEW,9541.2,Nov-24,33,Domestic
BRACKENFELL INDUSTRIA,41883.8,Nov-24,72,Small Power 2
PELIKAN HEIGHTS,33665.7,Nov-24,68,Home
HUNTERS CREEK,40950.1,Nov-24,109,Home
BRIDGETOWN,16153.7,Nov-24,24,Small Power 2
ALICEDALE,7061.8,Nov-24,22,Domestic
GORDON STRAND,9303.4,Nov-24,31,Domestic
SURREY,19340.9,Nov-24,9,Small Power 1
FAIRFIELD,19174.6,Nov-24,79,Domestic
SOMERSET WEST,120599.2,Nov-24,34,Small Power 1
RONDEBOSCH EAST,19140.3,Nov-24,76,Domestic
KLEINBOSCH,80518.5,Nov-24,179,Home
ELFINDALE,61038.4,Nov-24,111,Small Power 2
BEACON VALLEY,30949.5,Nov-24,66,Home
NOMZAMO,14109.6,Nov-24,72,Lifeline1
SONSTRAAL,98881.7,Nov-24,171,Home
EVERSDAL HEIGHTS,109975.3,Nov-24,170,Home
DREYERSDAL,73348.4,Nov-24,159,Home
TEMPERANCE TOWN,8015.5,Nov-24,46,Lifeline1
PHILLIPI,3328.8,Nov-24,36,Domestic
ST MONTGUE VILLAGE,4784.3,Nov-24,14,Domestic
FISH HOEK,32892.6,Nov-24,116,Lifeline2
BELGRAVIA VYGEKRAAL,8452.1,Nov-24,46,Lifeline1
PINELANDS,29004.4,Nov-24,111,Lifeline2
GREENFIELDS,7821.3,Nov-24,17,Domestic
DIEPRIVIER,33954.5,Nov-24,106,Domestic
MITCHELLS PLAIN ,5124.8,Nov-24,20,Lifeline1
WELLWAY PARK EAST,74648.4,Nov-24,148,Home
PELLA,5960.6,Nov-24,40,Lifeline1
HARDEKRAALTJIE,20046.5,Nov-24,79,Domestic
KNOLE PARK,21606.4,Nov-24,40,Home
TOKAI,32532.7,Nov-24,67,Domestic
DIE BOS,32967.8,Nov-24,71,Home
BAKOVEN,136673.9,Nov-24,184,Home
BEACON VALLEY,33081.5,Nov-24,29,Small Power 2
MORGANS VILLAGE,8013.5,Nov-24,46,Lifeline1
GOODWOOD  EXT 1,59030.5,Nov-24,111,Home
CLAREMONT,67844,Nov-24,29,Small Power 1
ZEVENDAL,87752.6,Nov-24,176,Home
STELLENRYK,62715.9,Nov-24,136,Home
UITSIG,20324.3,Nov-24,84,Domestic
PORTLAND,13680,Nov-24,43,Lifeline2
PARKWOOD EST,3139.4,Nov-24,14,Lifeline2
EDENPARK,60563.1,Nov-24,143,Home
GLENWOOD,36753.9,Nov-24,104,Home
PAROW ,11357,Nov-24,42,Lifeline2
BELHAR,18155.8,Nov-24,42,Home
DE TUIN,37157.9,Nov-24,102,Home
BELHAR EXT 19,5569.3,Nov-24,18,Lifeline2
BELLVILLE SOUTH     BELLVILLE,5860.7,Nov-24,30,Lifeline1
KENILWORTH,41657.5,Nov-24,79,Small Power 2
BONTEHEUWEL,15218.4,Nov-24,37,Small Power 2
CLAREMONT,37633.3,Nov-24,130,Lifeline2
SERCOR PARK,6964.3,Nov-24,36,Lifeline1
DE KUILEN,29188,Nov-24,70,Home
BIG BAY,6754.7,Nov-24,23,Domestic
WOODSTOCK,59171.2,Nov-24,19,Small Power 1
FAIRFIELD ESTATE,15885.5,Nov-24,69,Domestic
KUILSRIVIER SOUTH SMALLHO,7117.8,Nov-24,39,Domestic
LOURENSIA PARK,8772,Nov-24,32,Lifeline2
SONEIKE I,44042.6,Nov-24,82,Home
AMANDELSIG,66303.3,Nov-24,166,Home
OOSTERSEE,27331.3,Nov-24,119,Domestic
WESTGATE,26649.2,Nov-24,63,Home
OAKDALE(1),38891,Nov-24,72,Home
CLOVELLY,111581.1,Nov-24,219,Home
VILLAGE 4A,6421.5,Nov-24,34,Lifeline2
AVONDALE,4236.6,Nov-24,15,Lifeline2
